Initial_LR: 8.773957e-05;Decay_Factor: 0.85; DecayStart_Epoch: 8
Epoch;Loss;Accuracy;Learning_Rate
0;0.660988986492157;0.5846174955368042;8.773957233643159e-05
1;0.6296847462654114;0.649972677230835;8.773957233643159e-05
2;0.578019380569458;0.7034426331520081;8.773957233643159e-05
3;0.5324904322624207;0.7365391850471497;8.773957233643159e-05
4;0.5103279948234558;0.7503460645675659;8.773957233643159e-05
5;0.4958834648132324;0.759080171585083;8.773957233643159e-05
6;0.483995646238327;0.7666119933128357;8.773957233643159e-05
7;0.4741993248462677;0.7735974788665771;8.773957233643159e-05
8;0.4644133150577545;0.7798542976379395;7.457863102899864e-05
9;0.45712167024612427;0.7842531800270081;7.457863102899864e-05
10;0.4503861367702484;0.7883151173591614;7.457863102899864e-05
11;0.44396162033081055;0.7921129465103149;7.457863102899864e-05
12;0.4380004107952118;0.7951092720031738;7.457863102899864e-05
13;0.4321783185005188;0.7989344000816345;7.457863102899864e-05
14;0.42655476927757263;0.8018214702606201;7.457863102899864e-05
15;0.4210894703865051;0.8051457405090332;7.457863102899864e-05
16;0.41516387462615967;0.8084608316421509;6.339183892123401e-05
17;0.41052597761154175;0.8113114833831787;6.339183892123401e-05
18;0.4061114192008972;0.8145264387130737;6.339183892123401e-05
19;0.4018026292324066;0.8164116740226746;6.339183892123401e-05
20;0.39758458733558655;0.8190619349479675;6.339183892123401e-05
21;0.39361944794654846;0.8214207887649536;6.339183892123401e-05
22;0.3897642493247986;0.8235792517662048;6.339183892123401e-05
23;0.3859468996524811;0.82585608959198;6.339183892123401e-05
24;0.38128334283828735;0.828278660774231;5.388306453824043e-05
