Initial_LR: 5.773957e-05;Decay_Factor: 0.85; DecayStart_Epoch: 8
Epoch;Loss;Accuracy;Learning_Rate
0;0.6539242267608643;0.6050910949707031;5.773956945631653e-05
1;0.5909205079078674;0.6887795925140381;5.773956945631653e-05
2;0.5288121104240417;0.7391894459724426;5.773956945631653e-05
3;0.5028743743896484;0.7559289336204529;5.773956945631653e-05
4;0.48509377241134644;0.7690255045890808;5.773956945631653e-05
5;0.47127535939216614;0.7775865197181702;5.773956945631653e-05
6;0.45931172370910645;0.7843624949455261;5.773956945631653e-05
7;0.4484390616416931;0.791083812713623;5.773956945631653e-05
8;0.4368182122707367;0.797723114490509;4.907863331027329e-05
9;0.42778506875038147;0.803533673286438;4.907863331027329e-05
10;0.41926756501197815;0.8085974454879761;4.907863331027329e-05
11;0.4112158417701721;0.8133606314659119;4.907863331027329e-05
12;0.40324506163597107;0.8176229596138;4.907863331027329e-05
13;0.39560002088546753;0.8223406076431274;4.907863331027329e-05
14;0.38790643215179443;0.8263752460479736;4.907863331027329e-05
15;0.38061410188674927;0.830437183380127;4.907863331027329e-05
16;0.37234193086624146;0.8347176909446716;4.1716837586136535e-05
17;0.3656911849975586;0.8387705087661743;4.1716837586136535e-05
18;0.3591630756855011;0.8426411747932434;4.1716837586136535e-05
19;0.352758526802063;0.8460109233856201;4.1716837586136535e-05
20;0.3464009761810303;0.8496174812316895;4.1716837586136535e-05
21;0.3402661383152008;0.8531785011291504;4.1716837586136535e-05
22;0.3341897130012512;0.8564298748970032;4.1716837586136535e-05
23;0.3281739056110382;0.8597814440727234;4.1716837586136535e-05
24;0.3218354284763336;0.8633880019187927;3.54593139491044e-05
