Initial_LR: 0.00011773957;Decay_Factor: 0.9; DecayStart_Epoch: 8
Epoch;Loss;Accuracy;Learning_Rate
0;0.6364874839782715;0.6307013034820557;0.00011773956794058904
1;0.5336266756057739;0.7342076301574707;0.00011773956794058904
2;0.49398109316825867;0.7615938186645508;0.00011773956794058904
3;0.4710330069065094;0.7753005623817444;0.00011773956794058904
4;0.45306286215782166;0.7871949076652527;0.00011773956794058904
5;0.43706080317497253;0.7961293458938599;0.00011773956794058904
6;0.42197465896606445;0.8055920004844666;0.00011773956794058904
7;0.4071182608604431;0.8142076730728149;0.00011773956794058904
8;0.39118945598602295;0.8241803050041199;0.00010596561332931742
9;0.3769291937351227;0.8329872488975525;0.00010596561332931742
10;0.363211989402771;0.8396994471549988;0.00010596561332931742
11;0.34966397285461426;0.8466575741767883;0.00010596561332931742
12;0.3358350098133087;0.8542531728744507;0.00010596561332931742
13;0.3224090039730072;0.8620036244392395;0.00010596561332931742
14;0.30953243374824524;0.8683606386184692;0.00010596561332931742
15;0.29714304208755493;0.874489963054657;0.00010596561332931742
16;0.28376278281211853;0.8822404146194458;9.536905417917296e-05
17;0.2723839581012726;0.8883333206176758;9.536905417917296e-05
18;0.26077979803085327;0.8947632312774658;9.536905417917296e-05
19;0.2493506371974945;0.9010928869247437;9.536905417917296e-05
20;0.23826934397220612;0.9070491790771484;9.536905417917296e-05
21;0.22702740132808685;0.91309654712677;9.536905417917296e-05
22;0.2161940634250641;0.9184153079986572;9.536905417917296e-05
23;0.20592010021209717;0.9232058525085449;9.536905417917296e-05
24;0.1974993348121643;0.9270491600036621;8.583214366808534e-05
