Initial_LR: 0.00011773957;Decay_Factor: 0.9; DecayStart_Epoch: 8
Epoch;Loss;Accuracy;Learning_Rate
0;0.22183366119861603;0.6323952674865723;0.00011773956794058904
1;0.17816537618637085;0.738724946975708;0.00011773956794058904
2;0.16138482093811035;0.7684699296951294;0.00011773956794058904
3;0.15189827978610992;0.7846812605857849;0.00011773956794058904
4;0.1442219763994217;0.7973770499229431;0.00011773956794058904
5;0.1372070163488388;0.8090164065361023;0.00011773956794058904
6;0.13068249821662903;0.8197996616363525;0.00011773956794058904
7;0.12444169074296951;0.8306557536125183;0.00011773956794058904
8;0.11776188760995865;0.8420491814613342;0.00010596561332931742
9;0.11209709942340851;0.8513752222061157;0.00010596561332931742
10;0.10654609650373459;0.8603824973106384;0.00010596561332931742
11;0.10117752104997635;0.8699727058410645;0.00010596561332931742
12;0.09608861804008484;0.877531886100769;0.00010596561332931742
13;0.09106297045946121;0.8863661289215088;0.00010596561332931742
14;0.08643011003732681;0.8937158584594727;0.00010596561332931742
15;0.08194991946220398;0.9007012844085693;0.00010596561332931742
16;0.07740519195795059;0.9087522625923157;9.536905417917296e-05
17;0.07324396073818207;0.9154371619224548;9.536905417917296e-05
18;0.06951703876256943;0.9219307899475098;9.536905417917296e-05
19;0.06585630029439926;0.9274043440818787;9.536905417917296e-05
20;0.06223159283399582;0.9328233003616333;9.536905417917296e-05
21;0.05876089632511139;0.938014566898346;9.536905417917296e-05
22;0.055769216269254684;0.9420309662818909;9.536905417917296e-05
23;0.052778393030166626;0.9462021589279175;9.536905417917296e-05
24;0.05061271786689758;0.94871586561203;8.583214366808534e-05
