Initial_LR: 5.773957e-05;Decay_Factor: 0.85; DecayStart_Epoch: 8
Epoch;Loss;Accuracy;Learning_Rate
0;0.22732874751091003;0.6227322220802307;5.773956945631653e-05
1;0.19243577122688293;0.71324223279953;5.773956945631653e-05
2;0.17223162949085236;0.7481056451797485;5.773956945631653e-05
3;0.16277433931827545;0.7658379077911377;5.773956945631653e-05
4;0.1557585895061493;0.7773952484130859;5.773956945631653e-05
5;0.15020237863063812;0.7877869009971619;5.773956945631653e-05
6;0.14558494091033936;0.7959471940994263;5.773956945631653e-05
7;0.14111988246440887;0.8033515214920044;5.773956945631653e-05
8;0.13646121323108673;0.8116757869720459;4.907863331027329e-05
9;0.13281576335430145;0.8168579339981079;4.907863331027329e-05
10;0.12944667041301727;0.8222586512565613;4.907863331027329e-05
11;0.1262640655040741;0.8279599547386169;4.907863331027329e-05
12;0.12303518503904343;0.8334608674049377;4.907863331027329e-05
13;0.11997051537036896;0.8394717574119568;4.907863331027329e-05
14;0.11695727705955505;0.844562828540802;4.907863331027329e-05
15;0.1138986274600029;0.8498087525367737;4.907863331027329e-05
16;0.11051564663648605;0.8559016585350037;4.1716837586136535e-05
17;0.107877716422081;0.8602732419967651;4.1716837586136535e-05
18;0.10523265600204468;0.8647996187210083;4.1716837586136535e-05
19;0.10274384170770645;0.8692896366119385;4.1716837586136535e-05
20;0.10021085292100906;0.8737978339195251;4.1716837586136535e-05
21;0.09775561094284058;0.8780236840248108;4.1716837586136535e-05
22;0.09535880386829376;0.8819034695625305;4.1716837586136535e-05
23;0.09295918792486191;0.8861111402511597;4.1716837586136535e-05
24;0.09057705849409103;0.8903916478157043;3.54593139491044e-05
