Initial_LR: 5.773957e-05;Decay_Factor: 0.85; DecayStart_Epoch: 8
Epoch;Loss;Accuracy;Learning_Rate
0;0.23469556868076324;0.58938068151474;5.773956945631653e-05
1;0.2202339470386505;0.6517577171325684;5.773956945631653e-05
2;0.20718936622142792;0.6847814321517944;5.773956945631653e-05
3;0.19320987164974213;0.7118761539459229;5.773956945631653e-05
4;0.18232879042625427;0.7320765256881714;5.773956945631653e-05
5;0.17512787878513336;0.7436976432800293;5.773956945631653e-05
6;0.16989408433437347;0.7524408102035522;5.773956945631653e-05
7;0.16578277945518494;0.760646641254425;5.773956945631653e-05
8;0.16203463077545166;0.7675682902336121;4.907863331027329e-05
9;0.15935906767845154;0.7716211080551147;4.907863331027329e-05
10;0.1568809300661087;0.7758470177650452;4.907863331027329e-05
11;0.15457168221473694;0.779699444770813;4.907863331027329e-05
12;0.15246975421905518;0.7834881544113159;4.907863331027329e-05
13;0.15044960379600525;0.7868488430976868;4.907863331027329e-05
14;0.14851155877113342;0.7897905111312866;4.907863331027329e-05
15;0.14669468998908997;0.7930418848991394;4.907863331027329e-05
16;0.14460177719593048;0.7964116334915161;4.1716837586136535e-05
17;0.14307641983032227;0.7995263934135437;4.1716837586136535e-05
18;0.1416473239660263;0.8020309805870056;4.1716837586136535e-05
19;0.14020799100399017;0.8045719265937805;4.1716837586136535e-05
20;0.13881127536296844;0.8068670034408569;4.1716837586136535e-05
21;0.13752345740795135;0.8089070916175842;4.1716837586136535e-05
22;0.13624058663845062;0.8117122054100037;4.1716837586136535e-05
23;0.13497987389564514;0.8138342499732971;4.1716837586136535e-05
24;0.13355188071727753;0.8164116740226746;3.54593139491044e-05
