Initial_LR: 5.773957e-05;Decay_Factor: 0.85; DecayStart_Epoch: 8
Epoch;Loss;Accuracy;Learning_Rate
0;0.6596406102180481;0.5991529822349548;5.773956945631653e-05
1;0.6140533089637756;0.6698178648948669;5.773956945631653e-05
2;0.5723976492881775;0.7080419063568115;5.773956945631653e-05
3;0.538964033126831;0.7324225902557373;5.773956945631653e-05
4;0.516638994216919;0.7479872703552246;5.773956945631653e-05
5;0.5007675290107727;0.7581329941749573;5.773956945631653e-05
6;0.48787957429885864;0.7665300369262695;5.773956945631653e-05
7;0.4766968786716461;0.7736247777938843;5.773956945631653e-05
8;0.46561622619628906;0.780264139175415;4.907863331027329e-05
9;0.4571210443973541;0.7850911021232605;4.907863331027329e-05
10;0.4491770267486572;0.7902823090553284;4.907863331027329e-05
11;0.44183167815208435;0.7952185869216919;4.907863331027329e-05
12;0.4346247911453247;0.7992258667945862;4.907863331027329e-05
13;0.42774057388305664;0.8031056523323059;4.907863331027329e-05
14;0.4209456145763397;0.807431697845459;4.907863331027329e-05
15;0.41436389088630676;0.8114936351776123;4.907863331027329e-05
16;0.4066326320171356;0.8156192898750305;4.1716837586136535e-05
17;0.40085774660110474;0.8192440867424011;4.1716837586136535e-05
18;0.3953922688961029;0.8219854235649109;4.1716837586136535e-05
19;0.3899589776992798;0.8251093029975891;4.1716837586136535e-05
20;0.384528785943985;0.8286794424057007;4.1716837586136535e-05
21;0.37918516993522644;0.8323224186897278;4.1716837586136535e-05
22;0.3738977611064911;0.8350637555122375;4.1716837586136535e-05
23;0.3686474561691284;0.8377777934074402;4.1716837586136535e-05
24;0.3626038432121277;0.8413114547729492;3.54593139491044e-05
