1,36
10,30
100,33
1000,28
1001,27
1002,36
1003,32
1004,36
1005,22
1006,17
1007,17
1008,27
1009,36
101,17
1010,22
1011,35
1012,36
1013,35
1014,30
1015,25
1016,28
1017,26
1018,20
1019,33
102,25
1020,26
1021,15
1022,26
1023,25
1024,36
1025,31
1026,22
1027,22
1028,35
1029,21
103,37
1030,25
1031,36
1032,31
1033,36
1034,37
1035,25
1036,22
1037,37
1038,22
1039,25
104,37
1040,35
1041,33
1042,37
1043,26
1044,33
1045,37
1046,12
1047,17
1048,36
1049,37
105,22
1050,33
1051,22
1052,33
1053,25
1054,28
1055,12
1056,27
1057,22
1058,35
1059,35
106,22
1060,32
1061,32
1062,17
1063,17
1064,22
1065,36
1066,20
1067,21
1068,35
1069,36
107,31
1070,22
1071,22
1072,36
1073,36
1074,12
1075,37
1076,26
1077,28
1078,12
1079,22
108,32
1080,16
1081,37
1082,21
1083,21
1084,33
1085,35
1086,36
1087,28
1088,25
1089,22
109,21
1090,22
1091,37
1092,37
1093,36
1094,30
1095,17
1096,20
1097,22
1098,31
1099,20
11,17
110,21
1100,15
1101,22
1102,32
1103,32
1104,30
1105,25
1106,17
1107,35
1108,28
1109,26
111,36
1110,30
1111,37
1112,37
1113,36
1114,25
1115,37
1116,35
1117,11
1118,36
1119,27
112,22
1120,26
1121,36
1122,35
1123,35
1124,26
1125,35
1126,17
1127,32
1128,22
1129,27
113,26
1130,17
1131,37
1132,11
1133,16
1134,26
1135,22
1136,33
1137,35
1138,35
1139,12
114,36
1140,25
1141,32
1142,17
1143,37
1144,11
1145,37
1146,22
1147,20
1148,33
1149,22
115,36
1150,15
1151,26
1152,21
1153,32
1154,12
1155,33
1156,31
1157,26
1158,22
1159,26
116,32
1160,27
1161,21
1162,28
1163,37
1164,26
1165,37
1166,36
1167,20
1168,12
1169,35
117,30
1170,30
1171,37
1172,36
1173,11
1174,35
1175,33
1176,17
1177,21
1178,17
1179,27
118,36
1180,33
1181,22
1182,33
1183,22
1184,21
1185,22
1186,26
1187,32
1188,36
1189,37
119,16
1190,26
1191,36
1192,35
1193,25
1194,20
1195,12
1196,25
1197,33
1198,22
1199,12
12,16
120,37
1200,36
1201,25
1202,37
1203,17
1204,33
1205,17
1206,15
1207,28
1208,35
1209,22
121,32
1210,25
1211,37
1212,22
1213,35
1214,25
1215,11
1216,35
1217,22
1218,30
1219,28
122,22
1220,25
1221,25
1222,25
1223,36
1224,35
1225,36
1226,30
1227,22
1228,20
1229,30
123,32
1230,28
1231,37
1232,30
1233,22
1234,33
1235,15
1236,26
1237,31
1238,11
1239,28
124,35
1240,12
1241,33
1242,26
1243,35
1244,33
1245,27
1246,25
1247,37
1248,22
1249,35
125,17
1250,16
1251,32
1252,36
1253,17
1254,21
1255,11
1256,28
1257,25
1258,12
1259,37
126,36
1260,28
1261,22
1262,26
1263,16
1264,32
1265,35
1266,27
1267,35
1268,26
1269,22
127,12
1270,15
1271,22
1272,28
1273,25
1274,31
1275,16
1276,36
1277,22
1278,22
1279,26
128,31
1280,21
1281,12
1282,17
1283,17
1284,26
1285,27
1286,26
1287,37
1288,25
1289,37
129,25
1290,33
1291,25
1292,11
1293,27
1294,21
1295,37
1296,36
1297,22
1298,25
1299,35
13,35
130,22
1300,37
1301,37
1302,36
1303,22
1304,16
1305,22
1306,37
1307,21
1308,15
1309,30
131,26
1310,31
1311,22
1312,37
1313,22
1314,26
1315,32
1316,26
1317,31
1318,30
1319,22
132,26
1320,32
1321,37
1322,36
1323,15
1324,16
1325,35
1326,36
1327,16
1328,32
1329,37
133,37
1330,37
1331,21
1332,30
1333,25
1334,25
1335,35
1336,26
1337,31
1338,35
1339,35
134,31
1340,30
1341,26
1342,33
1343,30
1344,21
1345,35
1346,30
1347,22
1348,37
1349,28
135,21
1350,21
1351,16
1352,20
1353,36
1354,25
1355,30
1356,21
1357,26
1358,28
1359,25
136,36
1360,11
1361,25
1362,22
1363,37
1364,26
1365,33
1366,37
1367,21
1368,31
1369,11
137,16
1370,31
1371,36
1372,20
1373,16
1374,22
1375,37
1376,27
1377,21
1378,31
1379,15
138,21
1380,35
1381,15
1382,12
1383,28
1384,16
1385,28
1386,12
1387,22
1388,37
1389,11
139,12
1390,33
1391,15
1392,37
1393,22
1394,32
1395,27
1396,37
1397,31
1398,36
1399,22
14,16
140,22
1400,26
1401,15
1402,31
1403,36
1404,35
1405,20
1406,12
1407,17
1408,31
1409,36
141,25
1410,22
1411,12
1412,16
1413,33
1414,33
1415,33
1416,35
1417,37
1418,37
1419,28
142,37
1420,25
1421,27
1422,27
1423,22
1424,33
1425,30
1426,16
1427,17
1428,36
1429,36
143,31
1430,31
1431,25
1432,36
1433,28
1434,37
1435,33
1436,22
1437,37
1438,37
1439,22
144,25
1440,26
1441,36
1442,20
1443,35
1444,17
1445,16
1446,32
1447,25
1448,37
1449,37
145,31
1450,37
1451,37
1452,25
1453,36
1454,22
1455,28
1456,22
1457,35
1458,17
1459,33
146,22
1460,27
1461,32
1462,30
1463,25
1464,21
1465,31
1466,33
1467,22
1468,21
1469,37
147,22
1470,35
1471,11
1472,22
1473,36
1474,25
1475,32
1476,27
1477,31
1478,25
1479,12
148,36
1480,16
1481,25
1482,32
1483,37
1484,30
1485,30
1486,12
1487,22
1488,15
1489,31
149,36
1490,22
1491,26
1492,28
1493,37
1494,16
1495,26
1496,33
1497,22
1498,25
1499,33
15,36
150,26
1500,12
1501,32
1502,12
1503,20
1504,28
1505,27
1506,26
1507,17
1508,28
1509,35
151,11
1510,35
1511,30
1512,37
1513,35
1514,31
1515,35
1516,21
1517,28
1518,27
1519,27
152,37
1520,35
1521,36
1522,17
1523,22
1524,27
1525,21
1526,28
1527,25
1528,36
1529,25
153,31
1530,35
1531,22
1532,27
1533,27
1534,17
1535,28
1536,16
1537,36
1538,32
1539,37
154,28
1540,36
1541,22
1542,32
1543,36
1544,31
1545,26
1546,12
1547,32
1548,35
1549,36
155,36
1550,27
1551,35
1552,32
1553,37
1554,20
1555,37
1556,20
1557,37
1558,25
1559,22
156,35
1560,37
1561,37
1562,32
1563,17
1564,37
1565,16
1566,15
1567,17
1568,37
1569,27
157,35
1570,16
1571,26
1572,30
1573,30
1574,36
1575,27
1576,35
1577,16
1578,11
1579,22
158,28
1580,25
1581,37
1582,27
1583,27
1584,20
1585,28
1586,15
1587,32
1588,36
1589,33
159,27
1590,36
1591,20
1592,17
1593,30
1594,15
1595,35
1596,37
1597,31
1598,37
1599,28
16,27
160,25
1600,36
1601,36
1602,30
1603,31
1604,25
1605,35
1606,35
1607,32
1608,22
1609,27
161,22
1610,37
1611,37
1612,21
1613,36
1614,36
1615,35
1616,22
1617,26
1618,26
1619,25
162,26
1620,33
1621,17
1622,12
1623,37
1624,22
1625,36
1626,15
1627,35
1628,16
1629,21
163,37
1630,26
1631,37
1632,37
1633,31
1634,30
1635,27
1636,22
1637,37
1638,22
1639,37
164,22
1640,27
1641,26
1642,36
1643,36
1644,12
1645,25
1646,28
1647,30
1648,25
1649,25
165,20
1650,22
1651,37
1652,22
1653,22
1654,17
1655,16
1656,16
1657,26
1658,17
1659,31
166,35
1660,12
1661,27
1662,33
1663,27
1664,22
1665,31
1666,22
1667,36
1668,28
1669,35
167,20
1670,15
1671,22
1672,22
1673,22
1674,25
1675,30
1676,21
1677,26
1678,25
1679,17
168,37
1680,26
1681,37
1682,30
1683,25
1684,17
1685,17
1686,33
1687,35
1688,25
1689,17
169,26
1690,21
1691,21
1692,11
1693,32
1694,25
1695,31
1696,36
1697,25
1698,32
1699,35
17,30
170,22
1700,15
1701,21
1702,33
1703,37
1704,31
