Initial_LR: 5.773957e-05;Decay_Factor: 0.85; DecayStart_Epoch: 8
Epoch;Loss;Accuracy;Learning_Rate
0;0.23066487908363342;0.603187620639801;5.773956945631653e-05
1;0.20985500514507294;0.6760291457176208;5.773956945631653e-05
2;0.19017921388149261;0.7181512117385864;5.773956945631653e-05
3;0.17641285061836243;0.7422586679458618;5.773956945631653e-05
4;0.1676657348871231;0.7567941546440125;5.773956945631653e-05
5;0.16116321086883545;0.7696447968482971;5.773956945631653e-05
6;0.15588898956775665;0.7789344191551208;5.773956945631653e-05
7;0.151288241147995;0.7867304086685181;5.773956945631653e-05
8;0.146574005484581;0.7949544787406921;4.907863331027329e-05
9;0.14296244084835052;0.8010200262069702;4.907863331027329e-05
10;0.13965041935443878;0.8064298629760742;4.907863331027329e-05
11;0.13646133244037628;0.81266850233078;4.907863331027329e-05
12;0.1334311068058014;0.8176776170730591;4.907863331027329e-05
13;0.13045820593833923;0.8223133087158203;4.907863331027329e-05
14;0.12763194739818573;0.8273406028747559;4.907863331027329e-05
15;0.12491431832313538;0.8320673704147339;4.907863331027329e-05
16;0.12173411250114441;0.8371584415435791;4.1716837586136535e-05
17;0.11940059065818787;0.8417212963104248;4.1716837586136535e-05
18;0.11713120341300964;0.8457285761833191;4.1716837586136535e-05
19;0.11489606648683548;0.8494080305099487;4.1716837586136535e-05
20;0.11272189021110535;0.8531967401504517;4.1716837586136535e-05
21;0.11057039350271225;0.8571493625640869;4.1716837586136535e-05
22;0.10846772789955139;0.8609107732772827;4.1716837586136535e-05
23;0.10642153769731522;0.8646630048751831;4.1716837586136535e-05
24;0.104001984000206;0.8684425950050354;3.54593139491044e-05
